,,,,,,,Indicadores,SUMA_NETA
MATERIAL1,FECHA,,ID CENTRO,GRUPO_ARTICULOS,NOMBRE_CENTRO,CLASE_MOVIMIENTO,UNIDAD,
5,2024-03-06,6 mar. 2024,C195,GASOLINA,E/S 40062 SANTO DOMINGO,641,L60,"4,978"
5,2024-03-06,6 mar. 2024,C198,GASOLINA,E/S 40066 VALPARAÍSO,641,L60,"3,981"
5,2024-03-06,6 mar. 2024,C370,GASOLINA,E/S 40095 LA CALERA,641,L60,"3,982"
5,2024-03-06,6 mar. 2024,C430,GASOLINA,E/S 40103 LA SERENA,641,L60,"3,982"
5,2024-03-06,6 mar. 2024,C501,GASOLINA,,641,L60,"4,968"
5,2024-03-06,6 mar. 2024,C503,GASOLINA,,641,L60,"4,968"
5,2024-03-06,6 mar. 2024,C504,GASOLINA,,641,L60,"4,968"
5,2024-03-06,6 mar. 2024,C512,GASOLINA,,641,L60,"4,947"
5,2024-03-06,6 mar. 2024,C516,GASOLINA,,641,L60,"7,958"
5,2024-03-06,6 mar. 2024,C551,GASOLINA,,641,L60,"4,977"
5,2024-03-06,6 mar. 2024,C609,GASOLINA,,641,L60,"8,958"
5,2024-03-06,6 mar. 2024,G106,GASOLINA,,641,L60,"4,944"
5,2024-03-06,6 mar. 2024,G320,GASOLINA,,641,L60,"4,929"
5,2024-03-06,6 mar. 2024,G338,GASOLINA,,641,L60,"8,890"
5,2024-03-06,6 mar. 2024,G348,GASOLINA,,641,L60,"19,746"
5,2024-03-06,6 mar. 2024,G350,GASOLINA,,641,L60,"4,931"
5,2024-03-06,6 mar. 2024,G368,GASOLINA,,641,L60,"7,894"
5,2024-03-06,6 mar. 2024,G470,GASOLINA,,641,L60,"14,807"
5,2024-03-06,6 mar. 2024,G471,GASOLINA,,641,L60,"19,761"
5,2024-03-06,6 mar. 2024,G758,GASOLINA,,641,L60,"4,939"
5,2024-03-06,6 mar. 2024,G827,GASOLINA,,641,L60,"7,914"
5,2024-03-06,6 mar. 2024,N097,GASOLINA,,641,L60,"9,890"
5,2024-03-06,6 mar. 2024,N098,GASOLINA,,641,L60,"8,925"
5,2024-03-06,6 mar. 2024,N101,GASOLINA,,641,L60,"4,940"
5,2024-03-06,6 mar. 2024,N120,GASOLINA,,641,L60,"3,963"
5,2024-03-06,6 mar. 2024,N282,GASOLINA,,641,L60,"9,829"
5,2024-03-06,6 mar. 2024,N322,GASOLINA,,641,L60,"4,958"
5,2024-03-06,6 mar. 2024,N329,GASOLINA,,641,L60,"4,959"
5,2024-03-06,6 mar. 2024,N397,GASOLINA,,641,L60,"4,953"
5,2024-03-06,6 mar. 2024,N398,GASOLINA,,641,L60,"4,956"
5,2024-03-06,6 mar. 2024,N421,GASOLINA,,641,L60,"3,955"
5,2024-03-06,6 mar. 2024,S074,GASOLINA,,641,L60,"12,985"
5,2024-03-06,6 mar. 2024,S084,GASOLINA,,641,L60,"4,004"
5,2024-03-06,6 mar. 2024,S110,GASOLINA,,641,L60,"4,962"
5,2024-03-06,6 mar. 2024,S127,GASOLINA,,641,L60,"8,930"
5,2024-03-06,6 mar. 2024,S193,GASOLINA,,641,L60,"4,992"
5,2024-03-06,6 mar. 2024,S288,GASOLINA,,641,L60,"3,974"
5,2024-03-06,6 mar. 2024,S431,GASOLINA,,641,L60,"4,964"
5,2024-03-06,6 mar. 2024,S502,GASOLINA,,641,L60,"9,992"
5,2024-03-06,6 mar. 2024,S512,GASOLINA,,641,L60,"12,865"
5,2024-03-06,6 mar. 2024,S531,GASOLINA,,641,L60,"4,937"
5,2024-03-06,6 mar. 2024,S825,GASOLINA,,641,L60,"5,013"
5,2024-03-06,6 mar. 2024,S906,GASOLINA,,641,L60,"5,005"
5,2024-03-06,6 mar. 2024,S947,GASOLINA,,641,L60,"9,932"
5,2024-03-07,7 mar. 2024,1201,GASOLINA,E/S 40115 LA SERENA,641,L60,"30,650"
5,2024-03-07,7 mar. 2024,1205,GASOLINA,E/S 40120 CARTAGENA,641,L60,"37,711"
5,2024-03-07,7 mar. 2024,1208,GASOLINA,E/S 40128 VIÑA DEL MAR,641,L60,"63,750"
5,2024-03-07,7 mar. 2024,1211,GASOLINA,E/S 40131 SANTA MARÍA,641,L60,"45,649"
5,2024-03-07,7 mar. 2024,1212,GASOLINA,E/S 40132 CONCÓN,641,L60,"43,660"
5,2024-03-07,7 mar. 2024,1216,GASOLINA,E/S 40142 PAPUDO,641,L60,"98,898"
5,2024-03-07,7 mar. 2024,C004,GASOLINA,MINERA CORDILLERA CHILE SCM,641,L60,"4,960"
5,2024-03-07,7 mar. 2024,C101,GASOLINA,Salar Del Carmen,641,L60,"4,947"
5,2024-03-07,7 mar. 2024,C103,GASOLINA,TQB Puerto,641,L60,"4,977"
5,2024-03-07,7 mar. 2024,C113,GASOLINA,VIÑA DEL MAR,641,L60,"7,961"
5,2024-03-07,7 mar. 2024,C115,GASOLINA,SAN FELIPE,641,L60,"3,978"
5,2024-03-07,7 mar. 2024,C145,GASOLINA,VIÑA DEL MAR,641,L60,"7,962"
5,2024-03-07,7 mar. 2024,C162,GASOLINA,SAN FELIPE,641,L60,"4,974"
5,2024-03-07,7 mar. 2024,C163,GASOLINA,SAN FELIPE,641,L60,"4,989"
5,2024-03-07,7 mar. 2024,C183,GASOLINA,E/S 40055 LOS VILOS,641,L60,"4,977"
5,2024-03-07,7 mar. 2024,C193,GASOLINA,E/S 40060 VIÑA DEL MAR,641,L60,"4,960"
5,2024-03-07,7 mar. 2024,C195,GASOLINA,E/S 40062 SANTO DOMINGO,641,L60,"4,975"
5,2024-03-07,7 mar. 2024,C198,GASOLINA,E/S 40066 VALPARAÍSO,641,L60,"4,978"
5,2024-03-07,7 mar. 2024,C370,GASOLINA,E/S 40095 LA CALERA,641,L60,"4,977"
5,2024-03-07,7 mar. 2024,C430,GASOLINA,E/S 40103 LA SERENA,641,L60,"3,982"
5,2024-03-07,7 mar. 2024,C435,GASOLINA,E/S 40105 LA SERENA,641,L60,"7,962"
5,2024-03-07,7 mar. 2024,C602,GASOLINA,,641,L60,"7,960"
5,2024-03-07,7 mar. 2024,C609,GASOLINA,,641,L60,"4,985"
5,2024-03-07,7 mar. 2024,G196,GASOLINA,,641,L60,"4,949"
5,2024-03-07,7 mar. 2024,G259,GASOLINA,,641,L60,"4,953"
5,2024-03-07,7 mar. 2024,G263,GASOLINA,,641,L60,"4,973"
5,2024-03-07,7 mar. 2024,G350,GASOLINA,,641,L60,"3,957"
5,2024-03-07,7 mar. 2024,G359,GASOLINA,,641,L60,"4,946"
5,2024-03-07,7 mar. 2024,G374,GASOLINA,,641,L60,"9,889"
5,2024-03-07,7 mar. 2024,G394,GASOLINA,,641,L60,"4,937"
5,2024-03-07,7 mar. 2024,G428,GASOLINA,,641,L60,"4,959"
5,2024-03-07,7 mar. 2024,G437,GASOLINA,,641,L60,"4,970"
5,2024-03-07,7 mar. 2024,G827,GASOLINA,,641,L60,"7,898"
5,2024-03-07,7 mar. 2024,N004,GASOLINA,,641,L60,"4,960"
5,2024-03-07,7 mar. 2024,N006,GASOLINA,,641,L60,"7,934"
5,2024-03-07,7 mar. 2024,N040,GASOLINA,,641,L60,"4,961"
5,2024-03-07,7 mar. 2024,N056,GASOLINA,,641,L60,"4,962"
5,2024-03-07,7 mar. 2024,N080,GASOLINA,,641,L60,"3,963"
5,2024-03-07,7 mar. 2024,N096,GASOLINA,,641,L60,"4,951"
5,2024-03-07,7 mar. 2024,N097,GASOLINA,,641,L60,"4,958"
5,2024-03-07,7 mar. 2024,N101,GASOLINA,,641,L60,"4,960"
5,2024-03-07,7 mar. 2024,N104,GASOLINA,,641,L60,"7,881"
5,2024-03-07,7 mar. 2024,N120,GASOLINA,,641,L60,"3,957"
5,2024-03-07,7 mar. 2024,N223,GASOLINA,,641,L60,"4,948"
5,2024-03-07,7 mar. 2024,N282,GASOLINA,,641,L60,"7,879"
5,2024-03-07,7 mar. 2024,N325,GASOLINA,,641,L60,"3,967"
5,2024-03-07,7 mar. 2024,N397,GASOLINA,,641,L60,"7,912"
5,2024-03-07,7 mar. 2024,N398,GASOLINA,,641,L60,"4,960"
5,2024-03-07,7 mar. 2024,N405,GASOLINA,,641,L60,"7,922"
5,2024-03-07,7 mar. 2024,N421,GASOLINA,,641,L60,"3,959"
5,2024-03-07,7 mar. 2024,N461,GASOLINA,,641,L60,"4,958"
5,2024-03-07,7 mar. 2024,N551,GASOLINA,,641,L60,"12,874"
5,2024-03-07,7 mar. 2024,S020,GASOLINA,,641,L60,"4,965"
5,2024-03-07,7 mar. 2024,S074,GASOLINA,,641,L60,"5,002"
5,2024-03-07,7 mar. 2024,S084,GASOLINA,,641,L60,"4,994"
5,2024-03-07,7 mar. 2024,S149,GASOLINA,,641,L60,"7,980"
5,2024-03-07,7 mar. 2024,S222,GASOLINA,,641,L60,"7,982"
5,2024-03-07,7 mar. 2024,S238,GASOLINA,,641,L60,"7,946"
5,2024-03-07,7 mar. 2024,S382,GASOLINA,,641,L60,"4,956"
5,2024-03-07,7 mar. 2024,S407,GASOLINA,,641,L60,"7,946"
5,2024-03-07,7 mar. 2024,S429,GASOLINA,,641,L60,"4,960"
5,2024-03-07,7 mar. 2024,S512,GASOLINA,,641,L60,"4,952"
5,2024-03-07,7 mar. 2024,S563,GASOLINA,,641,L60,"9,963"
5,2024-03-07,7 mar. 2024,S567,GASOLINA,,641,L60,"4,998"
5,2024-03-07,7 mar. 2024,S592,GASOLINA,,641,L60,"4,956"
5,2024-03-07,7 mar. 2024,S901,GASOLINA,,641,L60,"4,961"
5,2024-03-07,7 mar. 2024,S906,GASOLINA,,641,L60,"8,003"
5,2024-03-07,7 mar. 2024,S936,GASOLINA,,641,L60,"5,945"
5,2024-03-08,8 mar. 2024,1205,GASOLINA,E/S 40120 CARTAGENA,641,L60,"32,794"
5,2024-03-08,8 mar. 2024,1208,GASOLINA,E/S 40128 VIÑA DEL MAR,641,L60,"131,580"
5,2024-03-08,8 mar. 2024,1212,GASOLINA,E/S 40132 CONCÓN,641,L60,"74,461"
5,2024-03-08,8 mar. 2024,1213,GASOLINA,E/S 40136 VALPARAÍSO,641,L60,"13,079"
5,2024-03-08,8 mar. 2024,1215,GASOLINA,E/S 40141 SAN ANTONIO,641,L60,"85,120"
5,2024-03-08,8 mar. 2024,1216,GASOLINA,E/S 40142 PAPUDO,641,L60,"72,998"
5,2024-03-08,8 mar. 2024,C005,GASOLINA,COMBUST. MUELLE PESQUERO ARICA,641,L60,"14,959"
5,2024-03-08,8 mar. 2024,C046,GASOLINA,CODELCO - GABRIELA MISTRAL,641,L60,"9,007"
5,2024-03-08,8 mar. 2024,C059,GASOLINA,PROYECTO ALMA,641,L60,"4,974"
5,2024-03-08,8 mar. 2024,C091,GASOLINA,DEPOSITO PARMA,641,L60,"4,974"
5,2024-03-08,8 mar. 2024,C096,GASOLINA,EMPORMONTT CASTRO,641,L60,"4,984"
5,2024-03-08,8 mar. 2024,C099,GASOLINA,MINERA CANDELARIA,641,L60,"4,970"
5,2024-03-08,8 mar. 2024,C103,GASOLINA,TQB Puerto,641,L60,"4,979"
5,2024-03-08,8 mar. 2024,C105,GASOLINA,EDS COPEC MILLÁN,641,L60,"4,968"
5,2024-03-08,8 mar. 2024,C110,GASOLINA,EDS PLANTA PELLET,641,L60,"4,982"
5,2024-03-08,8 mar. 2024,C142,GASOLINA,VILLA ALEMANA,641,L60,"3,998"
5,2024-03-08,8 mar. 2024,C153,GASOLINA,VILLA ALEMANA,641,L60,"9,945"
5,2024-03-08,8 mar. 2024,C170,GASOLINA,E/S 40053 CABILDO,641,L60,"4,986"
5,2024-03-08,8 mar. 2024,C369,GASOLINA,E/S 40091 QUILPUÉ,641,L60,"5,995"
5,2024-03-08,8 mar. 2024,C430,GASOLINA,E/S 40103 LA SERENA,641,L60,"3,987"
5,2024-03-08,8 mar. 2024,C501,GASOLINA,,641,L60,"4,966"
5,2024-03-08,8 mar. 2024,C504,GASOLINA,,641,L60,"7,958"
5,2024-03-08,8 mar. 2024,C508,GASOLINA,,641,L60,"9,946"
5,2024-03-08,8 mar. 2024,C513,GASOLINA,,641,L60,"16,899"
5,2024-03-08,8 mar. 2024,C514,GASOLINA,,641,L60,"4,996"
5,2024-03-08,8 mar. 2024,G207,GASOLINA,,641,L60,"3,969"
5,2024-03-08,8 mar. 2024,G230,GASOLINA,,641,L60,"4,945"
5,2024-03-08,8 mar. 2024,G259,GASOLINA,,641,L60,"4,956"
5,2024-03-08,8 mar. 2024,G325,GASOLINA,,641,L60,"4,955"
5,2024-03-08,8 mar. 2024,G326,GASOLINA,,641,L60,"4,960"
5,2024-03-08,8 mar. 2024,G338,GASOLINA,,641,L60,"5,938"
5,2024-03-08,8 mar. 2024,G339,GASOLINA,,641,L60,"4,946"
5,2024-03-08,8 mar. 2024,G490,GASOLINA,,641,L60,"4,952"
5,2024-03-08,8 mar. 2024,G781,GASOLINA,,641,L60,"9,903"
5,2024-03-08,8 mar. 2024,G838,GASOLINA,,641,L60,"4,985"
5,2024-03-08,8 mar. 2024,G855,GASOLINA,,641,L60,"4,939"
5,2024-03-08,8 mar. 2024,N004,GASOLINA,,641,L60,"7,941"
5,2024-03-08,8 mar. 2024,N006,GASOLINA,,641,L60,"7,946"
5,2024-03-08,8 mar. 2024,N075,GASOLINA,,641,L60,"4,955"
5,2024-03-08,8 mar. 2024,N223,GASOLINA,,641,L60,"7,867"
5,2024-03-08,8 mar. 2024,N226,GASOLINA,,641,L60,"9,934"
5,2024-03-08,8 mar. 2024,N342,GASOLINA,,641,L60,"4,951"
5,2024-03-08,8 mar. 2024,N388,GASOLINA,,641,L60,"7,938"
5,2024-03-08,8 mar. 2024,N397,GASOLINA,,641,L60,"7,930"
5,2024-03-08,8 mar. 2024,S057,GASOLINA,,641,L60,"5,000"
5,2024-03-08,8 mar. 2024,S079,GASOLINA,,641,L60,"7,946"
5,2024-03-08,8 mar. 2024,S082,GASOLINA,,641,L60,"5,010"
5,2024-03-08,8 mar. 2024,S084,GASOLINA,,641,L60,"5,002"
5,2024-03-08,8 mar. 2024,S111,GASOLINA,,641,L60,"5,016"
5,2024-03-08,8 mar. 2024,S189,GASOLINA,,641,L60,"3,996"
5,2024-03-08,8 mar. 2024,S193,GASOLINA,,641,L60,"5,000"
5,2024-03-08,8 mar. 2024,S204,GASOLINA,,641,L60,"8,044"
5,2024-03-08,8 mar. 2024,S230,GASOLINA,,641,L60,"4,993"
5,2024-03-08,8 mar. 2024,S341,GASOLINA,,641,L60,"4,965"
5,2024-03-08,8 mar. 2024,S374,GASOLINA,,641,L60,"4,984"
5,2024-03-08,8 mar. 2024,S382,GASOLINA,,641,L60,"7,936"
5,2024-03-08,8 mar. 2024,S393,GASOLINA,,641,L60,"4,960"
5,2024-03-08,8 mar. 2024,S444,GASOLINA,,641,L60,"4,967"
5,2024-03-08,8 mar. 2024,S468,GASOLINA,,641,L60,"7,937"
5,2024-03-08,8 mar. 2024,S502,GASOLINA,,641,L60,"5,005"
5,2024-03-08,8 mar. 2024,S580,GASOLINA,,641,L60,"7,943"
5,2024-03-08,8 mar. 2024,S600,GASOLINA,,641,L60,"7,932"
5,2024-03-08,8 mar. 2024,S901,GASOLINA,,641,L60,"9,934"
5,2024-03-08,8 mar. 2024,S906,GASOLINA,,641,L60,"8,994"
5,2024-03-08,8 mar. 2024,S954,GASOLINA,,641,L60,"9,927"
5,2024-03-09,9 mar. 2024,1201,GASOLINA,E/S 40115 LA SERENA,641,L60,"24,767"
5,2024-03-09,9 mar. 2024,1205,GASOLINA,E/S 40120 CARTAGENA,641,L60,"37,799"
5,2024-03-09,9 mar. 2024,1208,GASOLINA,E/S 40128 VIÑA DEL MAR,641,L60,"66,701"
5,2024-03-09,9 mar. 2024,1210,GASOLINA,E/S 40130 QUILPUÉ,641,L60,"190,176"
5,2024-03-09,9 mar. 2024,1211,GASOLINA,E/S 40131 SANTA MARÍA,641,L60,"36,792"
5,2024-03-09,9 mar. 2024,1213,GASOLINA,E/S 40136 VALPARAÍSO,641,L60,"21,126"
5,2024-03-09,9 mar. 2024,1215,GASOLINA,E/S 40141 SAN ANTONIO,641,L60,"109,069"
5,2024-03-09,9 mar. 2024,1216,GASOLINA,E/S 40142 PAPUDO,641,L60,"137,035"
5,2024-03-09,9 mar. 2024,C033,GASOLINA,CIA. SIDERURGICA HUACHIPATO,641,L60,"5,003"
5,2024-03-09,9 mar. 2024,C091,GASOLINA,DEPOSITO PARMA,641,L60,"9,944"
5,2024-03-09,9 mar. 2024,C100,GASOLINA,Mina Santos,641,L60,"4,982"
5,2024-03-09,9 mar. 2024,C103,GASOLINA,TQB Puerto,641,L60,"5,964"
5,2024-03-09,9 mar. 2024,C107,GASOLINA,MICHALLIS,641,L60,"3,981"
5,2024-03-09,9 mar. 2024,C113,GASOLINA,VIÑA DEL MAR,641,L60,"10,948"
5,2024-03-09,9 mar. 2024,C120,GASOLINA,MARÍA PINTO,641,L60,"9,956"
5,2024-03-09,9 mar. 2024,C162,GASOLINA,SAN FELIPE,641,L60,"4,977"
5,2024-03-09,9 mar. 2024,C193,GASOLINA,E/S 40060 VIÑA DEL MAR,641,L60,"4,967"
5,2024-03-09,9 mar. 2024,C370,GASOLINA,E/S 40095 LA CALERA,641,L60,"4,979"
5,2024-03-09,9 mar. 2024,C403,GASOLINA,E/S 40100 VALLENAR,641,L60,"4,967"
5,2024-03-09,9 mar. 2024,C435,GASOLINA,E/S 40105 LA SERENA,641,L60,"4,959"
5,2024-03-09,9 mar. 2024,C506,GASOLINA,,641,L60,"4,980"
5,2024-03-09,9 mar. 2024,C516,GASOLINA,,641,L60,"4,978"
5,2024-03-09,9 mar. 2024,C551,GASOLINA,,641,L60,"7,962"
5,2024-03-09,9 mar. 2024,C609,GASOLINA,,641,L60,"9,966"
5,2024-03-09,9 mar. 2024,C702,GASOLINA,,641,L60,"8,960"
5,2024-03-09,9 mar. 2024,G210,GASOLINA,,641,L60,"7,917"
5,2024-03-09,9 mar. 2024,G259,GASOLINA,,641,L60,"4,955"
5,2024-03-09,9 mar. 2024,G325,GASOLINA,,641,L60,"4,963"
5,2024-03-09,9 mar. 2024,G326,GASOLINA,,641,L60,"12,878"
5,2024-03-09,9 mar. 2024,G335,GASOLINA,,641,L60,"4,949"
5,2024-03-09,9 mar. 2024,G374,GASOLINA,,641,L60,"4,955"
5,2024-03-09,9 mar. 2024,G428,GASOLINA,,641,L60,"7,946"
5,2024-03-09,9 mar. 2024,G447,GASOLINA,,641,L60,"4,961"
5,2024-03-09,9 mar. 2024,G827,GASOLINA,,641,L60,"4,951"
5,2024-03-09,9 mar. 2024,N004,GASOLINA,,641,L60,"7,942"
5,2024-03-09,9 mar. 2024,N040,GASOLINA,,641,L60,"4,953"
5,2024-03-09,9 mar. 2024,N096,GASOLINA,,641,L60,"4,953"
5,2024-03-09,9 mar. 2024,N098,GASOLINA,,641,L60,"7,934"
5,2024-03-09,9 mar. 2024,N101,GASOLINA,,641,L60,"7,945"
5,2024-03-09,9 mar. 2024,N226,GASOLINA,,641,L60,"16,874"
5,2024-03-09,9 mar. 2024,N235,GASOLINA,,641,L60,"7,938"
5,2024-03-09,9 mar. 2024,N322,GASOLINA,,641,L60,"4,962"
5,2024-03-09,9 mar. 2024,N329,GASOLINA,,641,L60,"7,952"
5,2024-03-09,9 mar. 2024,N347,GASOLINA,,641,L60,"4,969"
5,2024-03-09,9 mar. 2024,N388,GASOLINA,,641,L60,"7,938"
5,2024-03-09,9 mar. 2024,N397,GASOLINA,,641,L60,"4,955"
5,2024-03-09,9 mar. 2024,N401,GASOLINA,,641,L60,"4,927"
5,2024-03-09,9 mar. 2024,N405,GASOLINA,,641,L60,"4,962"
5,2024-03-09,9 mar. 2024,N427,GASOLINA,,641,L60,"3,944"
5,2024-03-09,9 mar. 2024,S035,GASOLINA,,641,L60,"5,002"
5,2024-03-09,9 mar. 2024,S074,GASOLINA,,641,L60,"9,997"
5,2024-03-09,9 mar. 2024,S079,GASOLINA,,641,L60,"4,967"
5,2024-03-09,9 mar. 2024,S082,GASOLINA,,641,L60,"5,002"
5,2024-03-09,9 mar. 2024,S093,GASOLINA,,641,L60,"4,006"
5,2024-03-09,9 mar. 2024,S111,GASOLINA,,641,L60,"5,007"
5,2024-03-09,9 mar. 2024,S149,GASOLINA,,641,L60,"11,006"
5,2024-03-09,9 mar. 2024,S178,GASOLINA,,641,L60,"4,984"
5,2024-03-09,9 mar. 2024,S193,GASOLINA,,641,L60,"5,004"
5,2024-03-09,9 mar. 2024,S219,GASOLINA,,641,L60,"13,004"
5,2024-03-09,9 mar. 2024,S222,GASOLINA,,641,L60,"5,002"
5,2024-03-09,9 mar. 2024,S288,GASOLINA,,641,L60,"8,946"
5,2024-03-09,9 mar. 2024,S374,GASOLINA,,641,L60,"4,989"
5,2024-03-09,9 mar. 2024,S375,GASOLINA,,641,L60,"5,003"
5,2024-03-09,9 mar. 2024,S407,GASOLINA,,641,L60,"7,946"
5,2024-03-09,9 mar. 2024,S468,GASOLINA,,641,L60,"4,961"
5,2024-03-09,9 mar. 2024,S551,GASOLINA,,641,L60,"5,009"
5,2024-03-09,9 mar. 2024,S581,GASOLINA,,641,L60,"8,043"
5,2024-03-09,9 mar. 2024,S600,GASOLINA,,641,L60,"4,955"
5,2024-03-09,9 mar. 2024,S838,GASOLINA,,641,L60,"7,947"
5,2024-03-09,9 mar. 2024,S906,GASOLINA,,641,L60,"5,005"
5,2024-03-09,9 mar. 2024,S931,GASOLINA,,641,L60,"12,998"
5,2024-03-10,10 mar. 2024,1202,GASOLINA,E/S 40117 SAN ANTONIO,641,L60,"8,931"
5,2024-03-10,10 mar. 2024,1205,GASOLINA,E/S 40120 CARTAGENA,641,L60,"30,825"
5,2024-03-10,10 mar. 2024,1207,GASOLINA,E/S 40126 VALPARAÍSO,641,L60,"27,869"
5,2024-03-10,10 mar. 2024,1210,GASOLINA,E/S 40130 QUILPUÉ,641,L60,"115,910"
5,2024-03-10,10 mar. 2024,1211,GASOLINA,E/S 40131 SANTA MARÍA,641,L60,"13,968"
5,2024-03-10,10 mar. 2024,1212,GASOLINA,E/S 40132 CONCÓN,641,L60,"24,879"
5,2024-03-10,10 mar. 2024,1215,GASOLINA,E/S 40141 SAN ANTONIO,641,L60,"71,273"
5,2024-03-10,10 mar. 2024,1216,GASOLINA,E/S 40142 PAPUDO,641,L60,"19,981"
5,2024-03-10,10 mar. 2024,C037,GASOLINA,CODELCO - RADOMIRO TOMIC,641,L60,"5,977"
5,2024-03-10,10 mar. 2024,C059,GASOLINA,PROYECTO ALMA,641,L60,"4,977"
5,2024-03-10,10 mar. 2024,C096,GASOLINA,EMPORMONTT CASTRO,641,L60,"12,949"
5,2024-03-10,10 mar. 2024,C504,GASOLINA,,641,L60,"4,978"
5,2024-03-10,10 mar. 2024,C513,GASOLINA,,641,L60,"7,962"
5,2024-03-10,10 mar. 2024,C517,GASOLINA,,641,L60,"4,981"
5,2024-03-10,10 mar. 2024,C601,GASOLINA,,641,L60,"9,945"
5,2024-03-10,10 mar. 2024,G251,GASOLINA,,641,L60,"7,945"
5,2024-03-10,10 mar. 2024,G263,GASOLINA,,641,L60,"4,957"
5,2024-03-10,10 mar. 2024,G284,GASOLINA,,641,L60,"4,952"
5,2024-03-10,10 mar. 2024,G325,GASOLINA,,641,L60,"4,948"
5,2024-03-10,10 mar. 2024,G339,GASOLINA,,641,L60,"4,952"
5,2024-03-10,10 mar. 2024,G341,GASOLINA,,641,L60,"4,941"
5,2024-03-10,10 mar. 2024,G351,GASOLINA,,641,L60,"5,948"
5,2024-03-10,10 mar. 2024,G438,GASOLINA,,641,L60,"7,928"
5,2024-03-10,10 mar. 2024,G470,GASOLINA,,641,L60,"4,940"
5,2024-03-10,10 mar. 2024,G471,GASOLINA,,641,L60,"9,910"
5,2024-03-10,10 mar. 2024,G490,GASOLINA,,641,L60,"4,961"
5,2024-03-10,10 mar. 2024,N006,GASOLINA,,641,L60,"4,972"
5,2024-03-10,10 mar. 2024,N101,GASOLINA,,641,L60,"7,950"
5,2024-03-10,10 mar. 2024,N282,GASOLINA,,641,L60,"12,885"
5,2024-03-10,10 mar. 2024,N398,GASOLINA,,641,L60,"4,974"
5,2024-03-10,10 mar. 2024,S032,GASOLINA,,641,L60,"5,008"
5,2024-03-10,10 mar. 2024,S082,GASOLINA,,641,L60,"9,968"
5,2024-03-10,10 mar. 2024,S402,GASOLINA,,641,L60,"9,943"
5,2024-03-10,10 mar. 2024,S407,GASOLINA,,641,L60,"4,968"
5,2024-03-10,10 mar. 2024,S502,GASOLINA,,641,L60,"5,006"
5,2024-03-11,11 mar. 2024,1202,GASOLINA,E/S 40117 SAN ANTONIO,641,L60,"55,462"
5,2024-03-11,11 mar. 2024,1207,GASOLINA,E/S 40126 VALPARAÍSO,641,L60,"112,436"
5,2024-03-11,11 mar. 2024,1210,GASOLINA,E/S 40130 QUILPUÉ,641,L60,"143,792"
5,2024-03-11,11 mar. 2024,1211,GASOLINA,E/S 40131 SANTA MARÍA,641,L60,"71,593"
5,2024-03-11,11 mar. 2024,1212,GASOLINA,E/S 40132 CONCÓN,641,L60,"33,816"
5,2024-03-11,11 mar. 2024,1213,GASOLINA,E/S 40136 VALPARAÍSO,641,L60,"5,022"
5,2024-03-11,11 mar. 2024,1215,GASOLINA,E/S 40141 SAN ANTONIO,641,L60,"97,177"
5,2024-03-11,11 mar. 2024,C004,GASOLINA,MINERA CORDILLERA CHILE SCM,641,L60,"4,988"
5,2024-03-11,11 mar. 2024,C052,GASOLINA,DEPOSITO CASERONES,641,L60,"4,964"
5,2024-03-11,11 mar. 2024,C059,GASOLINA,PROYECTO ALMA,641,L60,"4,978"
5,2024-03-11,11 mar. 2024,C078,GASOLINA,CODELCO - ANDINA HUECHUN,641,L60,"7,979"
5,2024-03-11,11 mar. 2024,C095,GASOLINA,M/N RIEKA,641,L60,"4,991"
5,2024-03-11,11 mar. 2024,C103,GASOLINA,TQB Puerto,641,L60,"7,959"
5,2024-03-11,11 mar. 2024,C107,GASOLINA,MICHALLIS,641,L60,"3,982"
5,2024-03-11,11 mar. 2024,C120,GASOLINA,MARÍA PINTO,641,L60,"4,977"
5,2024-03-11,11 mar. 2024,C142,GASOLINA,VILLA ALEMANA,641,L60,"3,988"
5,2024-03-11,11 mar. 2024,C146,GASOLINA,COPIAPÓ,641,L60,"4,968"
5,2024-03-11,11 mar. 2024,C162,GASOLINA,SAN FELIPE,641,L60,"3,980"
5,2024-03-11,11 mar. 2024,C165,GASOLINA,SAN FELIPE,641,L60,"4,981"
5,2024-03-11,11 mar. 2024,C185,GASOLINA,E/S 40056 SALAMANCA,641,L60,"9,949"
5,2024-03-11,11 mar. 2024,C195,GASOLINA,E/S 40062 SANTO DOMINGO,641,L60,"4,976"
5,2024-03-11,11 mar. 2024,C369,GASOLINA,E/S 40091 QUILPUÉ,641,L60,"4,980"
5,2024-03-11,11 mar. 2024,C370,GASOLINA,E/S 40095 LA CALERA,641,L60,"3,987"
5,2024-03-11,11 mar. 2024,C403,GASOLINA,E/S 40100 VALLENAR,641,L60,"4,973"
5,2024-03-11,11 mar. 2024,C481,GASOLINA,E/S 40112 OVALLE,641,L60,"4,955"
5,2024-03-11,11 mar. 2024,C514,GASOLINA,,641,L60,"4,991"
5,2024-03-11,11 mar. 2024,C516,GASOLINA,,641,L60,"8,955"
5,2024-03-11,11 mar. 2024,C517,GASOLINA,,641,L60,"4,969"
5,2024-03-11,11 mar. 2024,C551,GASOLINA,,641,L60,"4,980"
5,2024-03-11,11 mar. 2024,C602,GASOLINA,,641,L60,"4,976"
5,2024-03-11,11 mar. 2024,C603,GASOLINA,,641,L60,"4,978"
